text,label
"From: muellerm@vuse.vanderbilt.edu (Marc Mueller)
Subject: Re: ABOLISH SELECTIVE SERVICE
Nntp-Posting-Host: irl2
Organization: Vanderbilt University School of Engineering, Nashville, TN, USA
Lines: 61

In article <1993Apr16.131508.9518@ra.msstate.edu> fpa1@Trumpet.CC.MsState.Edu (Fletcher P Adams) writes:
>kmitchel@netcom.com (Kenneth C. Mitchell) writes:
>>Dave Borden (borden@head-cfa.harvard.edu) wrote:
>>: The Selective Service Registration should be abolished.  To start with, the
>>: draft is immoral.  Whether you agree with that or not, we don't have one now,
>>: and military experts agree that the quality of the armed forces is superior
>>: with a volunteer army than with draftees.  Finally, the government has us
>>: on many lists in many computers (the IRS, Social Security Admistration and
>>: Motor Vehicle Registries to name a few) and it can find us if it needs to.
>>: Maintaining yet another list of people is an utter waste of money and time.
>>: Let's axe this whole department, and reduce the deficit a little bit.
>
>I'm really surprised Clinton hasn't already tried to do this.  He seems
>to want to tackle other irrelevant issues first, so why not this one as well.

Considering that Clinton received a draft notice and got out of it (he admits it) the political feasibility of him abolishing it is not something he would
be inclined to risk any extra exposure on.

>
>>Let me say this about that, as a retired Navy officer; 
>>
>>I agree. Cut it.  But let's not stop there. 
>>
>>Eliminate the C-17 transport. 
>
>Wrong.  We need its capability.  Sure it has its problems, very few
>airplanes haven't, but getting rid of something we need is not the
>answer.  What do you want to do, start over a rebuild a new airplane
>from scatch?  It'll have its problems as well and there will be calls
>again, for it to be scrapped.  THe other option is to try to extend
>the life of the C-5s and C-141s that are getting extremely old.

If you read Aviation Week, the C-5 line can be reopened and the C-5s
would be delivered a year earlier and cost a billion less for the 
program. Politically, though, the C-17 is popular pork.

>
>>Scrap the Seawolf SSN-21 nuclear submarine. 
>>Ground the B-2 stealth bomber. 
>
>It'll cost jobs, but I'm for it.  We especially don't need a B-2. THe
>SSN-21, I know litttle about.
>
Agreed. Congress took money from NASA and FHA to fund the second Seawolf.
The shipyards are still building Los Angeles Class submarines and there
is a lack of ASW foes to contend with. The Navy is considering reducing
the number of attack subs to 40 (Navy Times) and that would entail
getting rid of or mothballing some of the current Los Angeles class.

Politically, General Dynamics is in Connecticut and we will get
Seawolf subs whether we need them or not.

In addition, more bases need to be closed. Probably Long Beach Naval Station
and others. The Navy is talking about three main bases on each coast being 
required to home port a total fleet of 320 ships.

The question is whether Les Aspin and Clinton will be able to face down
a pork happy Congress.


-- Marc Mueller
",space
"From: paul@hsh.com (Paul Havemann)
Subject: Re: Clinton's immunization program
Distribution: usa
Organization: HSH Associates
Lines: 47

In article <C5FJsL.6Is@ncratl.AtlantaGA.NCR.COM>, mwilson@ncratl.AtlantaGA.NCR.COM (Mark Wilson) writes:
> On the news last night Clinton was bashing the republicans for stonewalling
> his so called stimulus package.
> It seems that one small item within this package was going to pay for free
> immunizations for poor kids.
> So now Clinton is claiming that the republicans are holding the health of
> poor kids hostage for blatantly political gains.
> 
> Aside from the merits (or lack thereof) of another free immunization program,
> just what is such a program doing in a bill that is supposedly about
> creating jobs.

Jobs?  What the hell have jobs to do with it?  It's another touchy-feely 
program from the new, vapid administration.  The fact is, the major claim
made for ""universal"" immunization -- that ""all children will be immunized"" --
has absolutely no validity.  Several states already have U.I. programs, have
had these programs for _years_. The result: on average, their success rates
are no better than the national average.  It seems that the gummint hasn't
yet figured out a way to MAKE parents bring their kids in.  Yet another case
of shameless demagoguery from the ""new"" Democrats, the ""agents of change."" 
 
> If Clinton is so hot to get this immunization program, why doesn't he and
> the democrats just introduce it as a stand alone bill. Isn't it possible
> that Clinton is the one doing the blatant political (read pork) manipulations
> here. He is telling the republicans, pass my muti-billion dollar package,
> or I will go to the people and tell them that you are opposed to
> immunizing poor kids.

What?  Clinton using this issue for _partisan gain_?  Do tell.
 
> I have never thought highly of Clinton, but stunts like this lower my
> opinion of him even further.
> 
> I thought one of Clinton's campaign themes was that he was going to be
> a new kind of politician. This kind of manuevering would have made LBJ
> proud.

All together now... c'mon, you know the words... ""Meet the new boss! Same as 
the old boss!""  And the chorus: ""We won't get fooled again!""

------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ 

Paul Havemann   (Internet: paul@hsh.com)

   * They're not just opinions -- they're caffeine for the brain! *
         ** (Up to 50 milligrams per cynical observation.) **
     Recommended Minimum Daily Requirement: 1,000 mg.  Keep reading.
",space
"From: dil8596@ritvax.isc.rit.edu
Subject: Re: Stop putting down white het males.
Nntp-Posting-Host: vaxb.isc.rit.edu
Reply-To: dil8596@ritvax.isc.rit.edu
Organization: Rochester Institute of Technology
Lines: 33

it may be a little late to reply to your tirade and also on an inaapropriate
board but along with all of the so called great things the white male has done they have also contributed to society by means of mass genocide, the theft of
ideas and cultures, creating and the perptration of historical lies throughouttime among many other horrible activities.
but every culture has its upside and its downside.  it seems to me that the 
white male (must be extremely ignorant to qualify for the following - if
you're not disregard) and western culture are the only things that look to 
actively classify things as good or bad, worthy or unworthy (ya dig)
it can be seen with slavery and the manipulation and destruction of the 
american indians civilization.  nothing but selfish acts that benefit one 
group of people (and not even their women get or got respected or regarded as
equal - ain't that some stuff)

white men - not being specific - but in a lot of cases are just wack or have
wack conceptions of how the world is to serve their purpose.  

just look at david koresh - throughout history (i may be shortsighted on this one so excuse my predjudiced ignorance) only white men associate themselves withbeing GOD.  no other culture is ignorant or arrogant enough to assume such a 
position.  and then to manipulate and mislead all those people.

hmmm...  i'd say look in your history books but since it seems that history 
has been written to glorify the exploits of white men you'd only find lies.

awww that's enough already from me because this has nothing to do with sex or this board.  if ya'd like to continue this discussion e-mail me and we can 
compare and contrast ideas

			i like conflict - it's educational when the 
			communcation is good......................

my $.02 worth

(i apologize to those who thought this was going to be about SEX but i was
prompted by a response i found up here)

dave lewis - frisky HANDS man
",space
"From: cjp+@pitt.edu (Casimir J Palowitch)
Subject: Re: CLINTON: President's Trip to Pittsburg [sic]
Organization: University of Pittsburgh
Lines: 37

In article <1ql6bgINNklu@life.ai.mit.edu> Clinton-HQ@Campaign92.Org (Clinton/Gore '92) writes:

>                 STATEMENT BY THE PRESS SECRETARY

>     The President will travel to Pittsburgh on Saturday, April 
>17 to talk about his job creation plan and its impact on the 
>state of Pennsylvania, where it would create as many as 3,818
				 ^^^^^                   ^^^^^
*Would*? Ha Haaaa Haa ha haAA

How the hell can they come up with a number, specified to the units
column, on something as complicated as this?

Face it, it's the perceptions that matter here, folks, not the facts.
Especially this one:
 
>full time jobs and up to 21,240 summer jobs.  He will make a 
			  ^^^^^^^^^^^^^^^^^^

According to the Pittsburgh Post-Gazette, that means over 7200 new jobs
for Allegheny county (metro Pgh) alone!

Haaaa   HAAA ha HA HAAA heh heh  HAAAA  <snif>

Doing what?  I hope it's fixing the potholes on my street. 

Let's face it, folks, we're in a depression and this is the WPA.

Clinton's really coming here to beat on Sen. Arlen Specter, who happens
to be vacationing in Africa (Don't know whether to laugh or cry)


-- 
** Casimir J. (Casey) Palowitch  -  In 1996, there will be two kinds  **
**      Slavic Cataloger         -  of computer professional : those  **
**  U. of Pgh. Library Systems   -    who know NeXTStep, and those    **
**       cjp+@pitt.edu           -              without Jobs.         **
",space
"From: prb@access.digex.com (Pat)
Subject: Re: End of the Space Age?
Organization: Express Access Online Communications USA
Lines: 30
Distribution: world
NNTP-Posting-Host: access.digex.net



Oddly, enough,  The smithsonian calls the lindbergh years
the golden age of flight.  I would call it the granite years,
reflecting the primitive nature of it.  It was  romantic,
swashbuckling daredevils,  ""those daring young men in their flying
machines"".  But in reality, it sucked.  Death was a highly likely
occurence,  and  the environment blew.  Ever see the early navy
pressure suits,  they were modified  diving suits.  You were ready to
star in ""plan 9 from outer space"".   Radios  and Nav AIds were
a joke,  and engines ran on castor oil.  They  picked and called aviators
""men with iron stomachs"",  and it wasn't due to vertigo.

Oddly enough, now we are in the golden age of flight.  I can hop the
shuttle to NY for $90 bucks,  now that's golden.

Mercury gemini, and apollo were romantic,  but let's be honest.
Peeing in bags,  having plastic bags glued to your butt everytime
you needed a bowel movement.  Living for days inside a VW Bug.
Romantic,  but not commercial.   The DC-X  points out a most likely
new golden age.  An age where  fat cigar smoking business men in
loud polyester space suits will fill the skys with strip malls
and used space ship lots.

hhhmmmmm,  maybe i'll  retract that golden age bit.   Maybe it was
better in the old days.  Of course, then we'll have  wally schirra
telling his great grand children, ""In my day,  we walked on the moon.
Every day.  Miles.  no buses.  you kids got it soft"".

pat
",politics
"From: zowie@daedalus.stanford.edu (Craig ""Powderkeg"" DeForest)
Subject: Re: Cold Gas tanks for Sounding Rockets
Organization: Stanford Center for Space Science and Astrophysics
Lines: 29
NNTP-Posting-Host: daedalus.stanford.edu
In-reply-to: rdl1@ukc.ac.uk's message of 16 Apr 93 14:28:07 GMT

In article <3918@eagle.ukc.ac.uk> rdl1@ukc.ac.uk (R.D.Lorenz) writes:
   >Does anyone know how to size cold gas roll control thruster tanks
   >for sounding rockets?

   Well, first you work out how much cold gas you need, then make the
   tanks big enough.

Our sounding rocket payload, with telemetry, guidance, etc. etc. and a
telescope cluster, weighs around 1100 pounds.  It uses freon jets for
steering and a pulse-width-modulated controller for alignment (ie
during our eight minutes in space, the jets are pretty much
continuously firing on a ~10% duty cycle or so...).  The jets also
need to kill residual angular momentum from the spin stabilization, and
flip the payload around to look at the Sun.

We have two freon tanks, each holding ~5 liters of freon (I'm speaking
only from memory of the last flight).  The ground crew at WSMR choose how
much freon to use based on some black-magic algorithm.  They have
extra tank modules that just bolt into the payload stack.

This should give you an idea of the order of magnitude for cold gas 
quantity.  If you really need to know, send me email and I'll try to get you
in touch with our ground crew people.

Cheers,
Craig

--
DON'T DRINK SOAP! DILUTE DILUTE! OK!
",politics
"From: Amruth Laxman <al26+@andrew.cmu.edu>
Subject: Surviving Large Accelerations?
Organization: Junior, Electrical and Computer Engineering, Carnegie Mellon, Pittsburgh, PA
Lines: 16
NNTP-Posting-Host: po5.andrew.cmu.edu

Hi,
    I was reading through ""The Spaceflight Handbook"" and somewhere in
there the author discusses solar sails and the forces acting on them
when and if they try to gain an initial acceleration by passing close to
the sun in a hyperbolic orbit. The magnitude of such accelerations he
estimated to be on the order of 700g. He also says that this is may not
be a big problem for manned craft because humans (and this was published
in 1986) have already withstood accelerations of 45g. All this is very
long-winded but here's my question finally - Are 45g accelerations in
fact humanly tolerable? - with the aid of any mechanical devices of
course. If these are possible, what is used to absorb the acceleration?
Can this be extended to larger accelerations?

Thanks is advance...
-Amruth Laxman

",politics
"From: prb@access.digex.com (Pat)
Subject: Re: Comet in Temporary Orbit Around Jupiter?
Organization: Express Access Online Communications USA
Lines: 23
Distribution: world
NNTP-Posting-Host: access.digex.net

In article <6APR199314571378@kelvin.jpl.nasa.gov> baalke@kelvin.jpl.nasa.gov (Ron Baalke) writes:
|Comet Gehrels 3, which was discovered in 1977, was determined to have
|been in a temporary Jovian orbit from 1970 to 1973.  Comet Shoemaker-Levy 1993e
|may remain in orbit around Jupiter long enough to allow Galileo to
|make some closeup observations.  The orbital trajectory for Comet
|Shoemaker-Levy is still being determined.
a

What about positional uncertainties in S-L 1993e?   I assume we know where
and what Galileo is doing within a few meters.   But without the
HGA,  don't we have to have some pretty good ideas, of where to look
before imaging?  If the HGA was working,  they could slew around
in near real time (Less speed of light delay).  But when they were
imaging toutatis????  didn't someone have to get lucky on a guess to
find the first images?   

Also, I imagine S-L 1993e will be mostly a visual image.  so how will
that affect the other imaging missions.  with the LGA,  there is a real
tight allocation of bandwidth.   It may be premature to hope for answers,
but I thought i'd throw it on the floor.

pat

",politics
"From: eder@hsvaic.boeing.com (Dani Eder)
Subject: Re: NASP
Distribution: sci
Organization: Boeing AI Center, Huntsville, AL
Lines: 39

I have before me a pertinent report from the United States General
Accounting Office:

National Aero-Space Plane: Restructuring Future Research and Development
Efforts
December 1992
Report number GAO/NSIAD-93-71

In the back it lists the following related reports:

NASP: Key Issues Facing the Program (31 Mar 92) GAO/T-NSIAD-92-26

Aerospace Plane Technology: R&D Efforts in Japan and Australia
(4 Oct 91) GAO/NSIAD-92-5

Aerospace Plane Technology: R&D Efforts in Europe (25 July 91)
GAO/NSIAD-91-194

Aerospace Technology: Technical Data and Information on Foreign
Test Facilities (22 Jun 90) GAO/NSIAD-90-71FS

Investment in Foreign Aerospace Vehicle Research and Technological
Development Efforts (2 Aug 89) GAO/T-NSIAD-89-43

NASP: A Technology Development and Demonstration Program to Build
the X-30 (27 Apr 88) GAO/NSIAD-88-122


On the inside back cover, under ""Ordering Information"" it says

""The first copy of each GAO report is free.  . . .  Orders
may also be placed by calling (202)275-6241
""

Dani

-- 
Dani Eder/Meridian Investment Company/(205)464-2697(w)/232-7467(h)/
Rt.1, Box 188-2, Athens AL 35611/Location: 34deg 37' N 86deg 43' W +100m alt.
",politics
"From: MLINDROOS@FINABO.ABO.FI (Marcus Lindroos INF)
Subject: Into Infinity?(WAS:Re: *Doppelganger* (was Re: Vulcan?)
In-Reply-To: sysmgr@king.eng.umd.edu's message of 15 Apr 1993 22:22:19 GMT
Organization: Abo Akademi University, Finland
X-News-Reader: VMS NEWS 1.24
Lines: 36

In <1qkn6rINNett@mojo.eng.umd.edu> sysmgr@king.eng.umd.edu writes:

> In article <1993Apr15.170048.1@fnalf.fnal.gov>, higgins@fnalf.fnal.gov (Bill Higgins-- Beam Jockey) writes:
> 
> >This was known as *Journey to the Far Side of the Sun* in the United
> >States and as *Doppelganger* in the U.K... Later, they went
> >on to do more live-action SF series: *UFO* and *Space: 1999*.
> >
> >The astronomy was lousy, but the lifting-body spacecraft, VTOL
> >airliners, and mighty Portugese launch complex were *wonderful* to
> >look at.

Exactly. Some of the SPACE:1999 effects remain first-rate even today. 
 
> They recycled a lot of models and theme music for UFO.  Some of the
> concepts even showed up in SPACE: 1999. 
> 

Later on, the Andersons tried to shed their reputation as creators of some
of the worst pseudo-scientific shows in TV history by flying ""Into Infinity.""
This was a one-off thing done as part of BBC's ""educational SF"" series ""The
Day After Tomorrow."" The Anderson episode dealt with a spaceship capable of
reaching the speed of light (""lightship Altares""), the four-man crew eventually 
journeyed into a black hole and ended up on the far side of the galaxy (I
think). I saw this as a 9-year-old back in 1976 and liked it very much, but
then again I was a fan of SPACE:1999 so I guess I was easily satisfied in those
days:-)
---
Does anyone know if ""Into Infinity"" has been released on video? I have some
SPACE:1999 shows on VHS and know that Thunderbirds etc. also are available in
England.
 
MARCU$
> 
>     Software engineering? That's like military intelligence, isn't it?
>   -- >                  SYSMGR@CADLAB.ENG.UMD.EDU                        < --
",politics
"From: kbanaian@bernard.pitzer.claremont.edu (King Banaian)
Subject: Re: National Sales Tax, The Movie
Lines: 43
Organization: Pitzer College

In article <VEAL.731.734985604@utkvm1.utk.edu> VEAL@utkvm1.utk.edu (David Veal) writes:
>In article <1993Apr16.164750.21913@alchemy.chem.utoronto.ca> golchowy@
alchemy.chem.utoronto.ca (Gerald Olchowy) writes:>
>>In article <9304151442.AA05233@inet-gw-2.pa.dec.com> blh@uiboise.idbsu.edu (Broward L. Horne) writes:
>>
>>Why don't the Republicans get their act together, and say they
>>will support a broad-based VAT that would have to be visible
>>(the VAT in Canada is visible unlike the invisible VATS they
>>have in Europe)
>>and suggest a rate sufficient to halve income and corporate
>>and capital gains tax rates and at a rate sufficient to give
>>the Clintons enough revenue for their health care reform, 
>
>       The Republicans are, in general, fighting any tax increase.
>There is also worry that a VAT would be far too easy to increase
>incrementally.
>
I was a graduate student in the early 1980s, and we had a conference on 
Reaganomics where Jerry Jordan, then a member of the Council of Economic 
Advisors, was a speaker.  I had the pleasure of driving him back to the 
airport afterwards, and since taxes were the main topic of discussion I 
thought I would ask him about the VAT.  I have favored it for these reasons 
you mention, that the income base is too hazy to define, that it taxes 
savings and investment, that it is likely to be more visible.  He agreed, 
and reported that the CEA at that time was in favor of VAT.  So why not 
propose it?  I asked.  He replied that the Reagan White House feared that 
the Democrats would introduce VAT *in addition to* the income tax, rather 
than in lieu.  Better not to give them any ideas, he said.

Pretty prescient.

>       (BTW, what is different between Canada's tax and most of
>Europe's that makes it ""visible?"")
>
Yes, any Canadian readers, please tell us if the tax is displayed on price 
stickers (I'm relatively certain it is not in Europe).

--King ""Sparky"" Banaian                 |""It's almost as though young
kbanaian@pitzer.claremont.edu           |white guys get up in the
Dept. of Economics, Pitzer College      |morning and have a big smile
Latest 1993 GDP forecast:  2.4%         |on their face ... because,
                                        |you know, Homer wrote the
                                        |_Iliad_.""  -- D'Souza
",space
"From: dbm0000@tm0006.lerc.nasa.gov (David B. Mckissock)
Subject: Washington Post Article on SSF Redesign
News-Software: VAX/VMS VNEWS 1.41    
Nntp-Posting-Host: tm0006.lerc.nasa.gov
Organization: NASA Lewis Research Center / Cleveland, Ohio
Lines: 52

""Space Station Redesign Leader Says Cost Goal May Be
Impossible""

Today (4/6) the Washington Post ran an article with the
headline shown above. The article starts with ""A leader
of the NASA team in charge of redesigning the planned
space station said yesterday the job is tough and may
be impossible."" O'Connor is quoted saying whether it is
possible to cut costs that much and still provide for
meaningful research ""is a real question for me.""
O'Connor said ""everything is fair game,"" including
""dropping or curtailing existing contracts with the
aerospace industry, chopping management of the space
station program at some NASA facilities around the
country, working closely with the Russian space station
Mir, and using unmanned Titan rockets to supplement the
manned space shuttle fleet.""

O'Connor says his team has reviewed 30 design options
so far, and they are sorting the serious candidates
into three categories based on cost.

The Post says O'Connor described the design derived
from the current SSF as a high cost option (I believe
Kathy Sawyer, the Post writer, got confused here. I
listened in on part of O'Connor's briefing to the press
on Monday, and in one part of the briefing O'Connor
talked about how the White House wants three options,
sorted by cost [low, medium, and high]. In another part
of the briefing, he discussed the three teams he has
formed to look at three options [SSF derivative @ LaRC,
modular buildup with Bus-1 @ MSFC, and Single Launch
Core [""wingless Orbiter""] @ JSC. Later, in response to
a reporters question, I thought I heard O'Connor say
the option based on a SSF redesign was a ""moderate""
cost option, in between low & high cost options. Not
the ""high cost"" option as Sawyer wrote).

The article goes on to describe the other two options
as ""one features modules that could gradually be fitted
together in orbit, similar to the Russian Mir. The
other is a core facility that could be deposited in
orbit in a single launch, like Skylab. That option
would use existing hardware from the space shuttle -
the fuselage, for example, in its basic structure.""

The last sentence in the article contradicts the title
& the first paragraph. The sentence reads ""He
[O'Connor] said a streamlined version of the planned
space station Freedom is still possible within the
administration's budget guidelines.""

",politics
"From: rscharfy@magnus.acs.ohio-state.edu (Ryan C Scharfy)
Subject: Re: Good Neighbor Political Hypocrisy Test
Nntp-Posting-Host: magnusug.magnus.acs.ohio-state.edu
Organization: The Ohio State University
Lines: 99

In article <stevethC5LM2E.Fx8@netcom.com> steveth@netcom.com (Steve Thomas) wri
tes:
>In article <C5L69C.Fxp@news.iastate.edu> jrbeach@iastate.edu (Jeffry R Beach)
writes:
>>In article <stevethC5Js6F.Fn5@netcom.com> steveth@netcom.com (Steve Thomas) w
rites:
>>>  Boy, it looks like the WOD is WORKING REALLY GOOD to stop people from
>>>  being screwed up in the head, given that example!
>>>
>>>(Issue: your friend _got_ his drugs--legal or not legal, he'll continue to
>>>get them.  Issue #2: why should _I_, as somebody who does NOT use illegal
>>>drugs and who IS NOT ""screwed up"" have to PAY for this idiot's problems?  He
's
>>>not doing anybody any harm except himself.  The WOD, on the other hand, is a
n
>>>immediate THREAT to MY life and livelyhood.  Tell me why I should sacrafice
>>>THIS to THAT!).
>>
>>Hello, is there anybody in there?  You think you have to pay for this idiot's
>>problem now, who's going to pay for the ballooning number of addicts and
>>all of the associated problems with them.  I don't even want to think about
>>it with Hillary in the White House and an administration that ""feels our
>>pain"".
>
>Look, if you were truly for lower taxation and less government, you would not
>be advocating the WOD.  Ever wonder why the WOD is a BI-partisan issue?
>
>>
>>No harm but to himself?  What about when he drives his school bus full
>>of kids into a train.  When he gets stoned and drives up on a sidewalk
>>and kills 5 people.  When he lives off me on Welfare for the rest of his
>>life.
>
>Ridiculous.  I can't imagine anyone this stupid.  Forgive me for flaming,
>but this is sooooooo obvious!
>
>Tell me why any of the above cases cannot be caused be a legal drug, viz.
>alcohol, or are you for having a War on That, too?
>
>Now I'll tell you: more people are killed by alcohol-related accidents
>than all other drugs combined.  BY FAR.
>

Probably because more people have access to alchohol.  It IS LEGAL you know.


>>
>>The problem with the WOD is that it has no bite.  Sending the slimy
>>bastards to the chair for selling drugs to kids, now there's some bit.
>>
>
>Yeah, that's it, send a kid from the inner-city, who has no other viable
>means to make money and turns to selling drugs, to an over-crowded federal
>prison where he learns to do Real Crime.
>

Of course, this kid would be much better off selling crack to his neighborhood 
and helping in its demise.

>Without drug money being pumped into these blights from the (affluent)
>outside, there would be no crime (who would they steal from, each other?).
>Drugs bring money into the community just like any other business would,
>except that, since drugs are illegal, the economy is an underground one.

And if those drugs were legal, the neighborhood could legally go to hell.

>A self-sustaining underground economy can only proliferate by a constant
>willful infusion of money from the outside.  If you take away drug laws,
>you put an end to the underground economy, and therefore to large-scale
>crime.
>

And if we made murder legal, we would put an end to murder as a crime.

>Kids in the inner-cities are faced with a very tough life growing up
>there, or selling drugs and having everything at their fingertips instantly.
>Many kids choose selling drugs.  They sell products to people who want to
>buy them.  They make money off of rich white kids from the suburbs.  Then
>they go to prison.  Then they become hardened criminals, and learn that
>you're much better off stealing car-stereos in the suburbs because all
>the police forces are spending all their money in the inner city saving
>people from themselves.

What??????

>
>You can bring up all the examples you want about crack-babies and whathaveyou.
>The solution never has anything to do with the laws (crack is illegal).
>

So you are saying crack babies who are that way legally are okay?

>No social problem, however great, is worth destroying the freedom in America.
>The destruction of freedom is never an answer to any social problem.

You can't even walk down the street at night alone in America because of drugs.
Freedom my ass.

Ryan
",space
"From: urf@icl.se (Urban F)
Subject: Re: Orion drive in vacuum -- how?
Nntp-Posting-Host: sw2001
Organization: None. On USENET I speak only for myself.
X-Alt.reply-Address: n.g.u.fredriksson@swe2001.wins.icl.co.uk
Lines: 14

Leigh Palmer <palmer@sfu.ca> writes:
> I feel sure
>that someone must have film of that experiment, and I'd really like to
>see it. Has anyone out there seen it?

I've seen a film of it, my memory may be faulty, but as I
remember it the vehicle was slightly over a meter long, with a
thick baseplate 30-40 cm in diameter. I think the narrative said
it was propelled by dynamite sticks. There were four detonations
within about 2 s, the second coming after about 2 m of flight in.
Max altitude seemed to be on the order of 50 m, but that is hard 
to judge.
--
 Urban Fredriksson  urf@icl.se  
",politics
"From: wats@scicom.AlphaCDC.COM (Bruce Watson)
Subject: Re: First Spacewalk
Distribution: sci
Organization: Alpha Science Computer Network, Denver, Co.
Lines: 13

In article <C5suMG.2rF.1@cs.cmu.edu+ flb@flb.optiplan.fi (""F.Baube[tm]"") writes:
+At one time there was speculation that the first spacewalk 
+(Alexei Leonov ?) was a staged fake.
+
+Has any evidence to support or contradict this claim emerged ?
+
+Was this claim perhaps another fevered Cold War hallucination ?

I, for one, would be an avid reader of a sci.space.ussr.what.really.
happened.

-- 
Bruce Watson (wats@scicom.alphaCDC.COM) Bulletin 629-49 Item 6700 Extract 75,131
",politics
"From: pgf@srl03.cacs.usl.edu (Phil G. Fraering)
Subject: Re: Space Research Spin Off
Organization: Univ. of Southwestern Louisiana
Lines: 37

shafer@rigel.dfrf.nasa.gov (Mary Shafer) writes:

>On 4 Apr 1993 20:31:10 -0400, prb@access.digex.com (Pat) said:

>Pat> In article <1993Apr2.213917.1@aurora.alaska.edu>
>Pat> nsmca@aurora.alaska.edu writes:
>>Question is can someone give me 10 examples of direct NASA/Space related
>>research that helped humanity in general? It will be interesting to see..

>Pat> TANG :-) Mylar I think.  I think they also pushed Hi Tech
>Pat> Composites for airframes.  Look at Fly by Wire.

>Swept wings--if you fly in airliners you've reaped the benefits.

Didn't one of the early jet fighters have these?
I also think the germans did some work on these in WWII.

>Winglets.  Area ruling.  Digital fly by wire.  Ride smoothing.

A lot of this was also done by the military...

>Microwave landing systems.  Supercritical wings.  General aviation
>air foils.

Weren't the first microwave landing systems from WWII too?

>--
>Mary Shafer  DoD #0362 KotFR NASA Dryden Flight Research Facility, Edwards, CA
>shafer@rigel.dfrf.nasa.gov                    Of course I don't speak for NASA
> ""A MiG at your six is better than no MiG at all.""  Unknown US fighter pilot

Egad! I'm disagreeing with Mary Shafer!
--
Phil Fraering         |""Seems like every day we find out all sorts of stuff.
pgf@srl02.cacs.usl.edu|Like how the ancient Mayans had televison."" Repo Man


",politics
"From: dsh@eceyv.ncsu.edu (Doug Holtsinger)
Subject: Re: Pro-abortion feminist leader endorses trashing of free speech rights
Organization: NCSU
Lines: 71

In article <C5MMEp.19n@panix.com> 
gcf@panix.com (Gordon Fitch) writes:
>dsh@eceyv.ncsu.edu (Doug Holtsinger) writes:

>> 51 Arrested for Defying Judge's Order at Abortion Protest Rally
>> The Miami Herald, April 11, 1993
>> 
>>    Circuit Judge Robert McGregor's order prohibits anti-abortion pickets
>>    within 36 feet of the property line of Aware Woman Center for Choice.
>>    Even across the street, they may not display pictures of dead fetuses
>>    or sing or chant loud enough to be heard by patients inside the clinic.

> Several years ago, Justice William O. Douglas, who was
> about as libertarian as you can get about free-speech 
> and similar issues, wrote a majority opinion in which
> the Supreme Court turned down an appeal by a group of
> people who had been prohibited from demonstrating in
> front of their landlord's home.  

Do you have a cite for the case?  You don't give enough
information to be able to compare the two situations.
If the demonstrators had been blaring loud rock music 
into the landlord's home all day and night, then I could
see how the opinion would be justified.  But this court
order had prohibited abortion protesters from displaying
pictures of dead fetuses, which doesn't disrupt the privacy
of anyone inside the clinic.  

> He pointed out that
> people have a right to be free _from_ speech, 

Perhaps in the privacy of their homes, but not on public
property.  Did the Korean grocery store owner in New York
city have a right to be free from the speech of the protesters 
outside his store?  Patrons inside the store could hear the 
protesters asking them to re-consider shopping there -- how 
is that different from the abortion protesters asking women 
to re-consider getting an abortion at a clinic?  

> Harassment goes beyond
> expression to direct attack on particular persons,
> in this case the workers and clients at a clinic.
> Its purpose is clearly not to convey information or
> express an opinion, but to intimidate and do harm to
> other others.

Even if the protesters' speech could be considered
""harassment"" (which it is not), hate speech laws have 
generally been struck down by the courts.  I don't see 
how the words ``don't kill your baby'' or ``abortion is 
murder'' could be considered harassment.

> Anti-abortionists have lost the battle for public
> opinion, and the more psychopathic among them have
> turned to harassment, arson, bombing and murder to
> carry on their war.  There is no reason not to 
> restrain them to protect the ordinary civil rights
> of everyone else.

Some of the protesters were arrested for simply praying
quietly on a public sidewalk.  Yeah, I could see how
that might be equivalent to ""bombing"" and ""murder"".
Uh huh.  Let us know when you get a grip on reality. 


> )*(    Gordon Fitch    )*(    gcf@panix.com    )*(
>( 1238 Blg. Grn. Sta.,  NY NY 10274 * 718.273.5556 )


Doug Holtsinger

",space
